Data Year,Fuel Type,ZIP,Number of Vehicles
2014,Electric,90064,64
2014,Electric,90065,53
2014,Electric,90066,65
2014,Electric,90067,23
2014,Electric,90068,75
2014,Electric,90069,97
2014,Electric,90071,1
2014,Electric,90077,47
2014,Electric,90078,2
2014,Electric,90081,1
2014,Electric,90094,5
2014,Electric,90095,16
2014,Electric,90201,2
2014,Electric,90209,7
2014,Electric,90210,116
2014,Electric,90211,17
2014,Electric,90212,40
2014,Electric,90220,3
2014,Electric,90221,2
2014,Electric,90222,2
2014,Electric,90230,31
2014,Electric,90232,24
2014,Electric,90240,14
2014,Electric,90241,5
2014,Electric,90242,6
2014,Electric,90245,27
2014,Electric,90247,11
2014,Electric,90248,10
2014,Electric,90249,9
2014,Electric,90250,27
2014,Electric,90254,48
2014,Electric,90255,3
2014,Electric,90260,7
2014,Electric,90264,2
2014,Electric,90265,62
2014,Electric,90266,120
2014,Electric,90272,97
2014,Electric,90274,94
2014,Electric,90275,79
2014,Electric,90277,50
2014,Electric,90278,78
2014,Electric,90280,8
2014,Electric,90290,27
2014,Electric,90291,78
2014,Electric,90292,59
2014,Electric,90293,19
2014,Electric,90294,1
2014,Electric,90301,5
2014,Electric,90302,7
2014,Electric,90303,2
2014,Electric,90305,3
2014,Electric,90401,21
2014,Electric,90402,61
2014,Electric,90403,54
2014,Electric,90404,34
2014,Electric,90405,80
2014,Electric,90501,43
2014,Electric,90502,7
2014,Electric,90503,32
2014,Electric,90504,20
2014,Electric,90505,35
2014,Electric,90509,12
2014,Electric,90601,13
2014,Electric,90602,9
2014,Electric,90603,8
2014,Electric,90604,8
2014,Electric,90605,10
2014,Electric,90606,4
2014,Electric,90620,23
2014,Electric,90621,20
2014,Electric,90623,13
2014,Electric,90630,37
2014,Electric,90631,28
2014,Electric,90632,1
2014,Electric,90638,21
2014,Electric,90640,14
2014,Electric,90650,13
2014,Electric,90660,4
2014,Electric,90670,21
2014,Electric,90680,8
2014,Electric,90701,4
2014,Electric,90703,53
2014,Electric,90704,3
2014,Electric,90706,10
2014,Electric,90710,7
2014,Electric,90712,21
2014,Electric,90713,11
2014,Electric,90715,4
2014,Electric,90717,10
2014,Electric,90720,26
2014,Electric,90723,5
2014,Electric,90731,18
2014,Electric,90732,14
2014,Electric,90733,1
2014,Electric,90740,32
2014,Electric,90742,2
2014,Electric,90743,1
2014,Electric,90744,1
2014,Electric,90745,17
2014,Electric,90746,6
2014,Electric,90755,9
2014,Electric,90802,19
2014,Electric,90803,60
2014,Electric,90804,19
2014,Electric,90805,12
2014,Electric,90806,15
2014,Electric,90807,25
2014,Electric,90808,37
2014,Electric,90810,4
2014,Electric,90813,3
2014,Electric,90814,13
2014,Electric,90815,28
2014,Electric,91001,39
2014,Electric,91006,56
2014,Electric,91007,36
2014,Electric,91008,1
2014,Electric,91010,6
2014,Electric,91011,59
2014,Electric,91012,1
2014,Electric,91016,26
2014,Electric,91020,5
2014,Electric,91024,22
2014,Electric,91025,1
2014,Electric,91030,48
2014,Electric,91040,20
2014,Electric,91042,24
2014,Electric,91046,1
2014,Electric,91101,16
2014,Electric,91103,22
2014,Electric,91104,34
2014,Electric,91105,34
2014,Electric,91106,28
2014,Electric,91107,53
2014,Electric,91108,43
2014,Electric,91109,1
2014,Electric,91110,1
2014,Electric,91201,13
2014,Electric,91202,17
2014,Electric,91203,12
2014,Electric,91204,13
2014,Electric,91205,19
2014,Electric,91206,34
2014,Electric,91207,22
2014,Electric,91208,12
2014,Electric,91214,29
2014,Electric,91226,1
2014,Electric,91301,39
2014,Electric,91302,70
2014,Electric,91303,8
2014,Electric,91304,18
2014,Electric,91306,17
2014,Electric,91307,49
2014,Electric,91311,29
2014,Electric,91316,34
2014,Electric,91320,37
2014,Electric,91321,13
2014,Electric,91324,14
2014,Electric,91325,22
2014,Electric,91326,56
2014,Electric,91331,5
2014,Electric,91335,23
2014,Electric,91340,4
2014,Electric,91342,16
2014,Electric,91343,21
2014,Electric,91344,53
2014,Electric,91345,4
2014,Electric,91350,19
2014,Electric,91351,27
2014,Electric,91352,11
2014,Electric,91354,33
2014,Electric,91355,25
2014,Electric,91356,35
2014,Electric,91360,37
2014,Electric,91361,40
2014,Electric,91362,58
2014,Electric,91364,37
2014,Electric,91367,43
2014,Electric,91376,1
2014,Electric,91377,23
2014,Electric,91380,1
2014,Electric,91381,26
2014,Electric,91384,18
2014,Electric,91387,16
2014,Electric,91390,14
2014,Electric,91401,23
2014,Electric,91402,12
2014,Electric,91403,48
2014,Electric,91405,17
2014,Electric,91406,20
2014,Electric,91411,5
2014,Electric,91413,2
2014,Electric,91423,47
2014,Electric,91436,70
2014,Electric,91501,13
2014,Electric,91502,8
2014,Electric,91504,25
2014,Electric,91505,36
2014,Electric,91506,13
2014,Electric,91601,22
2014,Electric,91602,25
2014,Electric,91604,79
2014,Electric,91605,23
2014,Electric,91606,23
2014,Electric,91607,26
2014,Electric,91608,1
2014,Electric,91614,1
2014,Electric,91701,18
2014,Electric,91702,17
2014,Electric,91706,24
2014,Electric,91708,12
2014,Electric,91709,75
2014,Electric,91710,33
2014,Electric,91711,37
2014,Electric,91715,1
2014,Electric,91722,10
2014,Electric,91723,9
2014,Electric,91724,12
2014,Electric,91730,26
2014,Electric,91731,5
2014,Electric,91732,10
2014,Electric,91733,13
2014,Electric,91737,12
2014,Electric,91739,29
2014,Electric,91740,17
2014,Electric,91741,24
2014,Electric,91744,14
2014,Electric,91745,69
2014,Electric,91746,6
2014,Electric,91748,51
2014,Electric,91750,11
2014,Electric,91752,5
2014,Electric,91754,26
2014,Electric,91755,8
2014,Electric,91761,14
2014,Electric,91762,3
2014,Electric,91763,3
2014,Electric,91764,9
2014,Electric,91765,100
2014,Electric,91766,10
2014,Electric,91767,12
2014,Electric,91768,8
2014,Electric,91770,33
2014,Electric,91773,18
2014,Electric,91775,29
2014,Electric,91776,38
2014,Electric,91780,43
2014,Electric,91784,24
2014,Electric,91786,5
2014,Electric,91789,71
2014,Electric,91790,15
2014,Electric,91791,29
2014,Electric,91792,14
2014,Electric,91801,32
2014,Electric,91803,9
2014,Electric,91901,6
2014,Electric,91902,15
2014,Electric,91910,21
2014,Electric,91911,16
2014,Electric,91913,27
2014,Electric,91914,19
2014,Electric,91915,20
2014,Electric,91917,3
2014,Electric,91921,1
2014,Electric,91932,5
2014,Electric,91935,5
2014,Electric,91941,38
2014,Electric,91942,8
2014,Electric,91944,1
2014,Electric,91945,2
2014,Electric,91947,1
2014,Electric,91950,3
2014,Electric,91977,10
2014,Electric,91978,2
2014,Electric,92003,5
2014,Electric,92004,1
2014,Electric,92007,27
2014,Electric,92008,29
2014,Electric,92009,79
2014,Electric,92010,20
2014,Electric,92011,32
2014,Electric,92014,64
2014,Electric,92019,24
2014,Electric,92020,14
2014,Electric,92021,14
2014,Electric,92024,89
2014,Electric,92025,20
2014,Electric,92026,43
2014,Electric,92027,24
2014,Electric,92028,22
2014,Electric,92029,16
2014,Electric,92037,115
2014,Electric,92039,1
2014,Electric,92040,9
2014,Electric,92054,15
2014,Electric,92056,25
2014,Electric,92057,25
2014,Electric,92058,12
2014,Electric,92061,2
2014,Electric,92064,76
2014,Electric,92065,16
2014,Electric,92067,64
2014,Electric,92069,21
2014,Electric,92070,1
2014,Electric,92071,24
2014,Electric,92072,1
2014,Electric,92075,30
2014,Electric,92078,44
2014,Electric,92081,18
2014,Electric,92082,6
2014,Electric,92083,9
2014,Electric,92084,17
2014,Electric,92091,21
2014,Electric,92093,2
2014,Electric,92101,186
2014,Electric,92102,12
2014,Electric,92103,36
2014,Electric,92104,28
2014,Electric,92105,8
2014,Electric,92106,29
2014,Electric,92107,22
2014,Electric,92108,12
2014,Electric,92109,25
2014,Electric,92110,22
2014,Electric,92111,28
2014,Electric,92113,1
2014,Electric,92114,10
2014,Electric,92115,22
2014,Electric,92116,30
2014,Electric,92117,29
2014,Electric,92118,20
2014,Electric,92119,16
2014,Electric,92120,34
2014,Electric,92121,23
2014,Electric,92122,34
2014,Electric,92123,13
2014,Electric,92124,30
2014,Electric,92126,40
2014,Electric,92127,95
2014,Electric,92128,75
2014,Electric,92129,68
2014,Electric,92130,148
2014,Electric,92131,68
2014,Electric,92139,7
2014,Electric,92150,1
2014,Electric,92154,16
2014,Electric,92172,1
2014,Electric,92173,7
2014,Electric,92178,1
2014,Electric,92193,1
2014,Electric,92201,4
2014,Electric,92203,7
2014,Electric,92210,6
2014,Electric,92211,10
2014,Electric,92223,9
2014,Electric,92231,1
2014,Electric,92234,12
2014,Electric,92236,1
2014,Electric,92240,3
2014,Electric,92241,1
2014,Electric,92243,6
2014,Electric,92251,1
2014,Electric,92252,1
2014,Electric,92253,13
2014,Electric,92260,4
2014,Electric,92261,1
2014,Electric,92262,21
2014,Electric,92263,1
2014,Electric,92264,9
2014,Electric,92270,24
2014,Electric,92276,1
2014,Electric,92277,2
2014,Electric,92284,1
2014,Electric,92307,5
2014,Electric,92308,6
2014,Electric,92313,2
2014,Electric,92316,1
2014,Electric,92320,1
2014,Electric,92324,7
2014,Electric,92325,1
2014,Electric,92335,5
2014,Electric,92336,25
2014,Electric,92337,3
2014,Electric,92344,1
2014,Electric,92345,2
2014,Electric,92346,10
2014,Electric,92352,5
2014,Electric,92354,3
2014,Electric,92359,2
2014,Electric,92365,1
2014,Electric,92369,1
2014,Electric,92372,1
2014,Electric,92373,27
2014,Electric,92374,12
2014,Electric,92376,5
2014,Electric,92377,3
2014,Electric,92382,1
2014,Electric,92391,1
2014,Electric,92392,2
2014,Electric,92393,1
2014,Electric,92394,6
2014,Electric,92395,5
2014,Electric,92399,11
2014,Electric,92401,1
2014,Electric,92404,5
2014,Electric,92407,4
2014,Electric,92408,1
2014,Electric,92410,2
2014,Electric,92501,5
2014,Electric,92502,2
2014,Electric,92503,14
2014,Electric,92504,9
2014,Electric,92505,5
2014,Electric,92506,21
2014,Electric,92507,13
2014,Electric,92508,13
2014,Electric,92509,6
2014,Electric,92530,4
2014,Electric,92532,13
2014,Electric,92539,1
2014,Electric,92543,1
2014,Electric,92544,7
2014,Electric,92545,7
2014,Electric,92548,1
2014,Electric,92549,1
2014,Electric,92553,6
2014,Electric,92555,4
2014,Electric,92557,7
2014,Electric,92562,26
2014,Electric,92563,22
2014,Electric,92570,11
2014,Electric,92571,5
2014,Electric,92582,2
2014,Electric,92583,5
2014,Electric,92584,10
2014,Electric,92585,1
2014,Electric,92586,1
2014,Electric,92587,4
2014,Electric,92590,4
2014,Electric,92591,18
2014,Electric,92592,27
2014,Electric,92595,5
2014,Electric,92596,11
2014,Electric,92602,27
2014,Electric,92603,55
2014,Electric,92604,27
2014,Electric,92606,57
2014,Electric,92610,13
2014,Electric,92612,27
2014,Electric,92614,33
2014,Electric,92617,10
2014,Electric,92618,94
2014,Electric,92620,76
2014,Electric,92624,9
2014,Electric,92625,49
2014,Electric,92626,40
2014,Electric,92627,40
2014,Electric,92628,1
2014,Electric,92629,38
2014,Electric,92630,39
2014,Electric,92637,7
2014,Electric,92646,45
2014,Electric,92647,40
2014,Electric,92648,66
2014,Electric,92649,46
2014,Electric,92651,79
2014,Electric,92653,48
2014,Electric,92655,2
2014,Electric,92656,50
2014,Electric,92657,59
2014,Electric,92658,1
2014,Electric,92660,83
2014,Electric,92661,5
2014,Electric,92662,4
2014,Electric,92663,31
2014,Electric,92672,33
2014,Electric,92673,52
2014,Electric,92675,48
2014,Electric,92676,3
2014,Electric,92677,114
2014,Electric,92679,72
2014,Electric,92683,34
2014,Electric,92688,49
2014,Electric,92691,36
2014,Electric,92692,57
2014,Electric,92694,65
2014,Electric,92697,5
2014,Electric,92701,5
2014,Electric,92703,3
2014,Electric,92704,14
2014,Electric,92705,35
2014,Electric,92706,9
2014,Electric,92707,7
2014,Electric,92708,52
2014,Electric,92780,22
2014,Electric,92782,50
2014,Electric,92801,11
2014,Electric,92802,14
2014,Electric,92804,12
2014,Electric,92805,18
2014,Electric,92806,21
2014,Electric,92807,42
2014,Electric,92808,26
2014,Electric,92814,1
2014,Electric,92821,40
2014,Electric,92823,6
2014,Electric,92831,24
2014,Electric,92832,7
2014,Electric,92833,34
2014,Electric,92835,38
2014,Electric,92840,11
2014,Electric,92841,4
2014,Electric,92843,9
2014,Electric,92844,7
2014,Electric,92845,4
2014,Electric,92860,3
2014,Electric,92861,15
2014,Electric,92865,13
2014,Electric,92866,7
2014,Electric,92867,38
2014,Electric,92868,16
2014,Electric,92869,32
2014,Electric,92870,45
2014,Electric,92878,1
2014,Electric,92879,21
2014,Electric,92880,41
2014,Electric,92881,19
2014,Electric,92882,31
2014,Electric,92883,11
2014,Electric,92886,64
2014,Electric,92887,34
2014,Electric,93001,17
2014,Electric,93003,22
2014,Electric,93004,10
2014,Electric,93006,1
2014,Electric,93010,22
2014,Electric,93011,1
2014,Electric,93012,43
2014,Electric,93013,11
2014,Electric,93015,2
2014,Electric,93021,26
2014,Electric,93022,3
2014,Electric,93023,21
2014,Electric,93024,2
2014,Electric,93030,11
2014,Electric,93033,7
2014,Electric,93035,4
2014,Electric,93036,12
2014,Electric,93041,1
2014,Electric,93060,3
2014,Electric,93061,1
2014,Electric,93063,29
2014,Electric,93065,35
2014,Electric,93066,1
2014,Electric,93067,3
2014,Electric,93101,19
2014,Electric,93102,2
2014,Electric,93103,10
2014,Electric,93105,23
2014,Electric,93107,1
2014,Electric,93108,25
2014,Electric,93109,8
2014,Electric,93110,14
2014,Electric,93111,25
2014,Electric,93117,18
2014,Electric,93121,1
2014,Electric,93190,2
2014,Electric,93212,1
2014,Electric,93215,1
2014,Electric,93221,3
2014,Electric,93222,1
2014,Electric,93230,5
2014,Electric,93241,2
2014,Electric,93245,3
2014,Electric,93268,2
2014,Electric,93274,3
2014,Electric,93277,6
2014,Electric,93286,1
2014,Electric,93291,6
2014,Electric,93292,7
2014,Electric,93301,2
2014,Electric,93304,1
2014,Electric,93305,5
2014,Electric,93306,19
2014,Electric,93307,3
2014,Electric,93308,9
2014,Electric,93309,9
2014,Electric,93311,16
2014,Electric,93312,14
2014,Electric,93313,10
2014,Electric,93314,10
2014,Electric,93384,1
2014,Electric,93388,1
2014,Electric,93401,19
2014,Electric,93402,17
2014,Electric,93405,9
2014,Electric,93407,1
2014,Electric,93420,17
2014,Electric,93422,13
2014,Electric,93424,2
2014,Electric,93427,2
2014,Electric,93428,11
2014,Electric,93430,1
2014,Electric,93433,2
2014,Electric,93436,4
2014,Electric,93441,5
2014,Electric,93442,10
2014,Electric,93444,3
2014,Electric,93446,7
2014,Electric,93449,8
2014,Electric,93451,1
2014,Electric,93454,1
2014,Electric,93455,7
2014,Electric,93458,1
2014,Electric,93460,2
2014,Electric,93463,4
2014,Electric,93465,4
2014,Electric,93501,2
2014,Electric,93504,1
2014,Electric,93510,4
2014,Electric,93514,1
2014,Electric,93518,1
2014,Electric,93532,1
2014,Electric,93534,8
2014,Electric,93535,13
2014,Electric,93536,31
2014,Electric,93543,1
2014,Electric,93550,2
2014,Electric,93551,38
2014,Electric,93552,8
2014,Electric,93553,1
2014,Electric,93555,2
2014,Electric,93560,3
2014,Electric,93561,1
2014,Electric,93562,1
2014,Electric,93602,1
2014,Electric,93611,53
2014,Electric,93612,13
2014,Electric,93613,1
2014,Electric,93614,2
2014,Electric,93619,53
2014,Electric,93622,2
2014,Electric,93625,2
2014,Electric,93626,2
2014,Electric,93630,4
2014,Electric,93631,3
2014,Electric,93636,9
2014,Electric,93637,14
2014,Electric,93638,6
2014,Electric,93643,1
2014,Electric,93646,1
2014,Electric,93650,2
2014,Electric,93653,1
2014,Electric,93654,3
2014,Electric,93657,16
2014,Electric,93662,3
2014,Electric,93667,1
2014,Electric,93702,3
2014,Electric,93703,8
2014,Electric,93704,34
2014,Electric,93705,8
2014,Electric,93706,7
2014,Electric,93710,4
2014,Electric,93711,44
2014,Electric,93720,37
2014,Electric,93721,1
2014,Electric,93722,44
2014,Electric,93723,6
2014,Electric,93725,4
2014,Electric,93726,10
2014,Electric,93727,32
2014,Electric,93728,5
2014,Electric,93729,1
2014,Electric,93730,31
2014,Electric,93737,3
2014,Electric,93790,1
2014,Electric,93901,2
2014,Electric,93905,4
2014,Electric,93906,6
2014,Electric,93907,9
2014,Electric,93908,13
2014,Electric,93921,4
2014,Electric,93922,1
2014,Electric,93923,22
2014,Electric,93924,12
2014,Electric,93933,4
2014,Electric,93940,24
2014,Electric,93950,11
2014,Electric,93953,4
2014,Electric,93955,6
2014,Electric,93960,1
2014,Electric,94002,99
2014,Electric,94003,9
2014,Electric,94005,12
2014,Electric,94010,176
2014,Electric,94014,25
2014,Electric,94015,23
2014,Electric,94018,8
2014,Electric,94019,22
2014,Electric,94020,6
2014,Electric,94022,151
2014,Electric,94023,1
2014,Electric,94024,132
2014,Electric,94025,148
2014,Electric,94026,1
2014,Electric,94027,61
2014,Electric,94028,51
2014,Electric,94030,38
2014,Electric,94037,4
2014,Electric,94038,7
2014,Electric,94040,99
2014,Electric,94041,50
2014,Electric,94042,1
2014,Electric,94043,173
2014,Electric,94044,47
2014,Electric,94060,1
2014,Electric,94061,53
2014,Electric,94062,143
2014,Electric,94063,38
2014,Electric,94064,1
2014,Electric,94065,43
2014,Electric,94066,29
2014,Electric,94070,121
2014,Electric,94080,67
2014,Electric,94083,1
2014,Electric,94085,44
2014,Electric,94086,93
2014,Electric,94087,239
2014,Electric,94089,36
2014,Electric,94102,7
2014,Electric,94103,24
2014,Electric,94104,12
2014,Electric,94105,21
2014,Electric,94107,48
2014,Electric,94108,8
2014,Electric,94109,37
2014,Electric,94110,53
2014,Electric,94111,8
2014,Electric,94112,41
2014,Electric,94114,63
2014,Electric,94115,34
2014,Electric,94116,57
2014,Electric,94117,31
2014,Electric,94118,39
2014,Electric,94121,52
2014,Electric,94122,53
2014,Electric,94123,41
2014,Electric,94124,29
2014,Electric,94127,52
2014,Electric,94128,1
2014,Electric,94129,9
2014,Electric,94130,3
2014,Electric,94131,58
2014,Electric,94132,17
2014,Electric,94133,23
2014,Electric,94134,14
2014,Electric,94158,4
2014,Electric,94159,1
2014,Electric,94301,120
2014,Electric,94303,123
2014,Electric,94304,17
2014,Electric,94305,15
2014,Electric,94306,114
2014,Electric,94309,1
2014,Electric,94401,31
2014,Electric,94402,73
2014,Electric,94403,65
2014,Electric,94404,110
2014,Electric,94501,72
2014,Electric,94502,25
2014,Electric,94503,15
2014,Electric,94505,3
2014,Electric,94506,69
2014,Electric,94507,40
2014,Electric,94508,4
2014,Electric,94509,8
2014,Electric,94510,31
2014,Electric,94511,2
2014,Electric,94513,33
2014,Electric,94514,2
2014,Electric,94515,5
2014,Electric,94517,22
2014,Electric,94518,9
2014,Electric,94519,10
2014,Electric,94520,5
2014,Electric,94521,23
2014,Electric,94523,25
2014,Electric,94525,4
2014,Electric,94526,46
2014,Electric,94528,6
2014,Electric,94530,47
2014,Electric,94531,8
2014,Electric,94533,10
2014,Electric,94534,21
2014,Electric,94535,1
2014,Electric,94536,237
2014,Electric,94537,1
2014,Electric,94538,182
2014,Electric,94539,439
2014,Electric,94541,38
2014,Electric,94542,41
2014,Electric,94544,28
2014,Electric,94545,35
2014,Electric,94546,34
2014,Electric,94547,37
2014,Electric,94549,77
2014,Electric,94550,76
2014,Electric,94551,6
2014,Electric,94552,42
2014,Electric,94553,33
2014,Electric,94555,259
2014,Electric,94556,40
2014,Electric,94558,42
2014,Electric,94559,17
2014,Electric,94560,80
2014,Electric,94561,7
2014,Electric,94562,2
2014,Electric,94563,89
2014,Electric,94564,9
2014,Electric,94565,15
2014,Electric,94566,133
2014,Electric,94567,1
2014,Electric,94568,179
2014,Electric,94571,4
2014,Electric,94572,1
2014,Electric,94573,7
2014,Electric,94574,14
2014,Electric,94577,31
2014,Electric,94578,12
2014,Electric,94579,14
2014,Electric,94580,18
2014,Electric,94581,1
2014,Electric,94582,73
2014,Electric,94583,216
2014,Electric,94585,9
2014,Electric,94586,2
2014,Electric,94587,158
2014,Electric,94588,89
2014,Electric,94589,2
2014,Electric,94590,11
2014,Electric,94591,20
2014,Electric,94592,4
2014,Electric,94595,22
2014,Electric,94596,30
2014,Electric,94597,19
2014,Electric,94598,26
2014,Electric,94599,3
2014,Electric,94601,16
2014,Electric,94602,51
2014,Electric,94603,2
2014,Electric,94605,35
2014,Electric,94606,6
2014,Electric,94607,20
2014,Electric,94608,25
2014,Electric,94609,18
2014,Electric,94610,60
2014,Electric,94611,117
2014,Electric,94612,35
2014,Electric,94613,1
2014,Electric,94618,62
2014,Electric,94619,39
2014,Electric,94621,2
2014,Electric,94702,27
2014,Electric,94703,22
2014,Electric,94704,9
2014,Electric,94705,59
2014,Electric,94706,22
2014,Electric,94707,50
2014,Electric,94708,63
2014,Electric,94709,9
2014,Electric,94710,13
2014,Electric,94801,14
2014,Electric,94803,20
2014,Electric,94804,19
2014,Electric,94805,21
2014,Electric,94806,15
2014,Electric,94807,1
2014,Electric,94901,80
2014,Electric,94903,59
2014,Electric,94904,38
2014,Electric,94920,46
2014,Electric,94922,2
2014,Electric,94923,3
2014,Electric,94924,2
2014,Electric,94925,27
2014,Electric,94928,15
2014,Electric,94929,2
2014,Electric,94930,23
2014,Electric,94931,9
2014,Electric,94933,2
2014,Electric,94937,3
2014,Electric,94938,1
2014,Electric,94939,13
2014,Electric,94941,93
2014,Electric,94942,1
2014,Electric,94945,43
2014,Electric,94947,32
2014,Electric,94949,30
2014,Electric,94951,10
2014,Electric,94952,54
2014,Electric,94954,34
2014,Electric,94955,1
2014,Electric,94956,3
2014,Electric,94957,11
2014,Electric,94960,62
2014,Electric,94963,4
2014,Electric,94965,25
2014,Electric,94966,1
2014,Electric,94970,2
2014,Electric,94973,1
2014,Electric,94979,1
2014,Electric,95002,1
2014,Electric,95003,28
2014,Electric,95005,8
2014,Electric,95006,14
2014,Electric,95007,2
2014,Electric,95008,133
2014,Electric,95009,1
2014,Electric,95010,6
2014,Electric,95011,1
2014,Electric,95012,3
2014,Electric,95014,321
2014,Electric,95015,4
2014,Electric,95018,13
2014,Electric,95020,42
2014,Electric,95023,6
2014,Electric,95030,78
2014,Electric,95031,2
2014,Electric,95032,153
2014,Electric,95033,42
2014,Electric,95035,205
2014,Electric,95036,2
2014,Electric,95037,109
2014,Electric,95041,1
2014,Electric,95045,3
2014,Electric,95046,5
2014,Electric,95050,79
2014,Electric,95051,147
2014,Electric,95053,2
2014,Electric,95054,89
2014,Electric,95056,1
2014,Electric,95060,70
2014,Electric,95061,1
2014,Electric,95062,27
2014,Electric,95063,1
2014,Electric,95065,15
2014,Electric,95066,31
2014,Electric,95067,1
2014,Electric,95070,218
2014,Electric,95073,10
2014,Electric,95076,16
2014,Electric,95110,32
2014,Electric,95111,32
2014,Electric,95112,34
2014,Electric,95113,4
2014,Electric,95116,19
2014,Electric,95117,49
2014,Electric,95118,95
2014,Electric,95119,22
2014,Electric,95120,265
2014,Electric,95121,64
2014,Electric,95122,16
2014,Electric,95123,124
2014,Electric,95124,190
2014,Electric,95125,193
2014,Electric,95126,57
2014,Electric,95127,39
2014,Electric,95128,46
2014,Electric,95129,138
2014,Electric,95130,39
2014,Electric,95131,84
2014,Electric,95132,86
2014,Electric,95133,37
2014,Electric,95134,69
2014,Electric,95135,189
2014,Electric,95136,83
2014,Electric,95138,126
2014,Electric,95139,16
2014,Electric,95140,3
2014,Electric,95148,110
2014,Electric,95155,1
2014,Electric,95161,1
2014,Electric,95202,1
2014,Electric,95204,4
2014,Electric,95205,1
2014,Electric,95206,8
2014,Electric,95207,5
2014,Electric,95209,4
2014,Electric,95210,2
2014,Electric,95212,5
2014,Electric,95215,1
2014,Electric,95219,10
2014,Electric,95220,3
2014,Electric,95222,1
2014,Electric,95236,1
2014,Electric,95240,6
2014,Electric,95242,8
2014,Electric,95247,1
2014,Electric,95258,1
2014,Electric,95301,4
2014,Electric,95304,6
2014,Electric,95305,1
2014,Electric,95306,1
2014,Electric,95307,1
2014,Electric,95320,3
2014,Electric,95321,2
2014,Electric,95322,1
2014,Electric,95324,1
2014,Electric,95326,6
2014,Electric,95330,3
2014,Electric,95336,9
2014,Electric,95337,8
2014,Electric,95340,10
2014,Electric,95341,1
2014,Electric,95343,3
2014,Electric,95348,1
2014,Electric,95350,4
2014,Electric,95351,2
2014,Electric,95354,2
2014,Electric,95355,5
2014,Electric,95356,7
2014,Electric,95358,5
2014,Electric,95361,7
2014,Electric,95363,1
2014,Electric,95364,1
2014,Electric,95366,2
2014,Electric,95367,2
2014,Electric,95368,1
2014,Electric,95376,15
2014,Electric,95377,21
2014,Electric,95380,3
2014,Electric,95382,6
2014,Electric,95386,3
2014,Electric,95388,1
2014,Electric,95389,2
2014,Electric,95391,27
2014,Electric,95401,18
2014,Electric,95403,52
2014,Electric,95404,40
2014,Electric,95405,14
2014,Electric,95407,22
2014,Electric,95409,19
2014,Electric,95410,2
2014,Electric,95415,1
2014,Electric,95420,2
2014,Electric,95421,5
2014,Electric,95425,4
2014,Electric,95426,3
2014,Electric,95430,2
2014,Electric,95432,1
2014,Electric,95433,1
2014,Electric,95436,9
2014,Electric,95437,3
2014,Electric,95441,2
2014,Electric,95442,6
2014,Electric,95444,4
2014,Electric,95445,2
2014,Electric,95446,6
2014,Electric,95448,26
2014,Electric,95451,1
2014,Electric,95452,3
2014,Electric,95453,1
2014,Electric,95457,1
2014,Electric,95458,2
2014,Electric,95460,3
2014,Electric,95461,1
2014,Electric,95463,1
2014,Electric,95465,11
2014,Electric,95467,6
2014,Electric,95468,2
2014,Electric,95469,1
2014,Electric,95470,1
2014,Electric,95472,72
2014,Electric,95473,2
2014,Electric,95476,33
2014,Electric,95482,9
2014,Electric,95490,3
2014,Electric,95492,8
2014,Electric,95497,1
2014,Electric,95501,1
2014,Electric,95503,4
2014,Electric,95519,11
2014,Electric,95521,5
2014,Electric,95524,2
2014,Electric,95525,1
2014,Electric,95526,1
2014,Electric,95528,1
2014,Electric,95531,2
2014,Electric,95540,1
2014,Electric,95549,2
2014,Electric,95562,1
2014,Electric,95563,1
2014,Electric,95570,5
2014,Electric,95601,1
2014,Electric,95602,1
2014,Electric,95603,7
2014,Electric,95604,1
2014,Electric,95605,3
2014,Electric,95608,25
2014,Electric,95609,1
2014,Electric,95610,9
2014,Electric,95612,2
2014,Electric,95613,1
2014,Electric,95614,3
2014,Electric,95616,46
2014,Electric,95617,1
2014,Electric,95618,41
2014,Electric,95620,3
2014,Electric,95621,5
2014,Electric,95623,1
2014,Electric,95624,27
2014,Electric,95626,1
2014,Electric,95628,20
2014,Electric,95630,74
2014,Electric,95631,1
2014,Electric,95632,4
2014,Electric,95640,2
2014,Electric,95642,1
2014,Electric,95645,1
2014,Electric,95648,33
2014,Electric,95650,16
2014,Electric,95651,1
2014,Electric,95652,3
2014,Electric,95655,1
2014,Electric,95656,1
2014,Electric,95658,3
2014,Electric,95660,3
2014,Electric,95661,19
2014,Electric,95662,11
2014,Electric,95666,1
2014,Electric,95667,8
2014,Electric,95669,1
2014,Electric,95670,14
2014,Electric,95672,1
2014,Electric,95673,4
2014,Electric,95677,17
2014,Electric,95678,11
2014,Electric,95679,1
2014,Electric,95681,1
2014,Electric,95682,11
2014,Electric,95683,3
2014,Electric,95684,1
2014,Electric,95687,18
2014,Electric,95688,17
2014,Electric,95690,1
2014,Electric,95691,23
2014,Electric,95692,2
2014,Electric,95693,13
2014,Electric,95694,2
2014,Electric,95695,6
2014,Electric,95703,1
2014,Electric,95709,1
2014,Electric,95713,3
2014,Electric,95726,4
2014,Electric,95742,14
2014,Electric,95746,51
2014,Electric,95747,37
2014,Electric,95757,19
2014,Electric,95758,21
2014,Electric,95762,67
2014,Electric,95763,1
2014,Electric,95765,29
2014,Electric,95776,7
2014,Electric,95811,4
2014,Electric,95814,3
