Data Year,Fuel Type,ZIP,Number of Vehicles
2018,PHEV,91768,20
2018,PHEV,91770,131
2018,PHEV,91773,92
2018,PHEV,91775,84
2018,PHEV,91776,90
2018,PHEV,91778,1
2018,PHEV,91780,130
2018,PHEV,91784,80
2018,PHEV,91786,59
2018,PHEV,91789,165
2018,PHEV,91790,64
2018,PHEV,91791,97
2018,PHEV,91792,51
2018,PHEV,91793,2
2018,PHEV,91801,110
2018,PHEV,91803,78
2018,PHEV,91901,13
2018,PHEV,91902,18
2018,PHEV,91905,1
2018,PHEV,91906,3
2018,PHEV,91910,61
2018,PHEV,91911,37
2018,PHEV,91913,72
2018,PHEV,91914,29
2018,PHEV,91915,41
2018,PHEV,91916,1
2018,PHEV,91917,1
2018,PHEV,91931,1
2018,PHEV,91932,12
2018,PHEV,91934,1
2018,PHEV,91935,10
2018,PHEV,91941,43
2018,PHEV,91942,41
2018,PHEV,91945,9
2018,PHEV,91950,13
2018,PHEV,91962,1
2018,PHEV,91977,29
2018,PHEV,91978,6
2018,PHEV,91980,2
2018,PHEV,92003,9
2018,PHEV,92004,2
2018,PHEV,92007,28
2018,PHEV,92008,56
2018,PHEV,92009,164
2018,PHEV,92010,49
2018,PHEV,92011,74
2018,PHEV,92013,3
2018,PHEV,92014,56
2018,PHEV,92019,29
2018,PHEV,92020,54
2018,PHEV,92021,26
2018,PHEV,92023,3
2018,PHEV,92024,162
2018,PHEV,92025,35
2018,PHEV,92026,58
2018,PHEV,92027,56
2018,PHEV,92028,60
2018,PHEV,92029,45
2018,PHEV,92030,1
2018,PHEV,92036,2
2018,PHEV,92037,105
2018,PHEV,92038,1
2018,PHEV,92040,24
2018,PHEV,92046,1
2018,PHEV,92054,43
2018,PHEV,92055,1
2018,PHEV,92056,79
2018,PHEV,92057,73
2018,PHEV,92058,40
2018,PHEV,92059,1
2018,PHEV,92061,1
2018,PHEV,92064,86
2018,PHEV,92065,30
2018,PHEV,92067,41
2018,PHEV,92069,65
2018,PHEV,92070,1
2018,PHEV,92071,40
2018,PHEV,92075,48
2018,PHEV,92078,105
2018,PHEV,92081,39
2018,PHEV,92082,28
2018,PHEV,92083,29
2018,PHEV,92084,51
2018,PHEV,92086,2
2018,PHEV,92088,1
2018,PHEV,92091,10
2018,PHEV,92093,2
2018,PHEV,92101,68
2018,PHEV,92102,25
2018,PHEV,92103,64
2018,PHEV,92104,53
2018,PHEV,92105,18
2018,PHEV,92106,33
2018,PHEV,92107,33
2018,PHEV,92108,49
2018,PHEV,92109,67
2018,PHEV,92110,27
2018,PHEV,92111,102
2018,PHEV,92113,9
2018,PHEV,92114,23
2018,PHEV,92115,46
2018,PHEV,92116,34
2018,PHEV,92117,61
2018,PHEV,92118,17
2018,PHEV,92119,14
2018,PHEV,92120,41
2018,PHEV,92121,20
2018,PHEV,92122,73
2018,PHEV,92123,51
2018,PHEV,92124,37
2018,PHEV,92126,80
2018,PHEV,92127,133
2018,PHEV,92128,93
2018,PHEV,92129,124
2018,PHEV,92130,211
2018,PHEV,92131,117
2018,PHEV,92139,4
2018,PHEV,92150,1
2018,PHEV,92153,1
2018,PHEV,92154,49
2018,PHEV,92160,1
2018,PHEV,92167,2
2018,PHEV,92172,1
2018,PHEV,92173,14
2018,PHEV,92177,1
2018,PHEV,92178,1
2018,PHEV,92191,1
2018,PHEV,92196,1
2018,PHEV,92201,19
2018,PHEV,92203,24
2018,PHEV,92210,9
2018,PHEV,92211,29
2018,PHEV,92220,13
2018,PHEV,92223,48
2018,PHEV,92225,1
2018,PHEV,92227,3
2018,PHEV,92231,3
2018,PHEV,92233,1
2018,PHEV,92234,44
2018,PHEV,92235,1
2018,PHEV,92236,6
2018,PHEV,92240,10
2018,PHEV,92241,4
2018,PHEV,92243,13
2018,PHEV,92247,1
2018,PHEV,92249,2
2018,PHEV,92250,1
2018,PHEV,92251,6
2018,PHEV,92252,2
2018,PHEV,92253,34
2018,PHEV,92254,1
2018,PHEV,92256,1
2018,PHEV,92260,32
2018,PHEV,92262,61
2018,PHEV,92263,1
2018,PHEV,92264,52
2018,PHEV,92270,36
2018,PHEV,92274,5
2018,PHEV,92276,3
2018,PHEV,92277,4
2018,PHEV,92282,1
2018,PHEV,92284,6
2018,PHEV,92285,3
2018,PHEV,92301,3
2018,PHEV,92307,26
2018,PHEV,92308,23
2018,PHEV,92310,3
2018,PHEV,92311,6
2018,PHEV,92313,17
2018,PHEV,92314,5
2018,PHEV,92315,6
2018,PHEV,92316,7
2018,PHEV,92317,1
2018,PHEV,92320,6
2018,PHEV,92322,1
2018,PHEV,92324,22
2018,PHEV,92325,9
2018,PHEV,92329,3
2018,PHEV,92335,24
2018,PHEV,92336,134
2018,PHEV,92337,36
2018,PHEV,92339,2
2018,PHEV,92342,2
2018,PHEV,92344,17
2018,PHEV,92345,31
2018,PHEV,92346,44
2018,PHEV,92347,2
2018,PHEV,92352,4
2018,PHEV,92354,30
2018,PHEV,92356,1
2018,PHEV,92359,11
2018,PHEV,92364,1
2018,PHEV,92371,1
2018,PHEV,92372,3
2018,PHEV,92373,74
2018,PHEV,92374,40
2018,PHEV,92375,1
2018,PHEV,92376,26
2018,PHEV,92377,12
2018,PHEV,92382,1
2018,PHEV,92385,1
2018,PHEV,92391,1
2018,PHEV,92392,25
2018,PHEV,92394,9
2018,PHEV,92395,18
2018,PHEV,92397,5
2018,PHEV,92399,49
2018,PHEV,92401,1
2018,PHEV,92404,12
2018,PHEV,92405,7
2018,PHEV,92406,1
2018,PHEV,92407,47
2018,PHEV,92408,3
2018,PHEV,92410,4
2018,PHEV,92411,4
2018,PHEV,92413,1
2018,PHEV,92501,9
2018,PHEV,92502,2
2018,PHEV,92503,79
2018,PHEV,92504,57
2018,PHEV,92505,28
2018,PHEV,92506,67
2018,PHEV,92507,37
2018,PHEV,92508,66
2018,PHEV,92509,36
2018,PHEV,92513,2
2018,PHEV,92518,1
2018,PHEV,92521,1
2018,PHEV,92530,42
2018,PHEV,92532,49
2018,PHEV,92536,2
2018,PHEV,92539,1
2018,PHEV,92543,8
2018,PHEV,92544,18
2018,PHEV,92545,22
2018,PHEV,92548,3
2018,PHEV,92549,4
2018,PHEV,92551,13
2018,PHEV,92552,1
2018,PHEV,92553,11
2018,PHEV,92554,1
2018,PHEV,92555,41
2018,PHEV,92557,26
2018,PHEV,92562,107
2018,PHEV,92563,106
2018,PHEV,92567,3
2018,PHEV,92570,21
2018,PHEV,92571,21
2018,PHEV,92581,1
2018,PHEV,92582,12
2018,PHEV,92583,9
2018,PHEV,92584,53
2018,PHEV,92585,24
2018,PHEV,92586,4
2018,PHEV,92587,23
2018,PHEV,92589,2
2018,PHEV,92590,11
2018,PHEV,92591,59
2018,PHEV,92592,123
2018,PHEV,92595,34
2018,PHEV,92596,45
2018,PHEV,92602,143
2018,PHEV,92603,125
2018,PHEV,92604,94
2018,PHEV,92606,125
2018,PHEV,92607,3
2018,PHEV,92609,1
2018,PHEV,92610,48
2018,PHEV,92612,113
2018,PHEV,92614,104
2018,PHEV,92615,1
2018,PHEV,92617,26
2018,PHEV,92618,403
2018,PHEV,92619,5
2018,PHEV,92620,300
2018,PHEV,92623,2
2018,PHEV,92624,15
2018,PHEV,92625,69
2018,PHEV,92626,110
2018,PHEV,92627,103
2018,PHEV,92629,72
2018,PHEV,92630,193
2018,PHEV,92637,39
2018,PHEV,92646,133
2018,PHEV,92647,141
2018,PHEV,92648,164
2018,PHEV,92649,138
2018,PHEV,92651,130
2018,PHEV,92652,2
2018,PHEV,92653,105
2018,PHEV,92655,6
2018,PHEV,92656,199
2018,PHEV,92657,65
2018,PHEV,92658,2
2018,PHEV,92660,155
2018,PHEV,92661,9
2018,PHEV,92662,11
2018,PHEV,92663,83
2018,PHEV,92672,75
2018,PHEV,92673,104
2018,PHEV,92674,3
2018,PHEV,92675,146
2018,PHEV,92676,4
2018,PHEV,92677,213
2018,PHEV,92679,140
2018,PHEV,92683,136
2018,PHEV,92685,1
2018,PHEV,92688,106
2018,PHEV,92691,137
2018,PHEV,92692,165
2018,PHEV,92694,182
2018,PHEV,92698,1
2018,PHEV,92701,18
2018,PHEV,92702,1
2018,PHEV,92703,22
2018,PHEV,92704,59
2018,PHEV,92705,200
2018,PHEV,92706,46
2018,PHEV,92707,27
2018,PHEV,92708,247
2018,PHEV,92728,1
2018,PHEV,92780,81
2018,PHEV,92782,123
2018,PHEV,92799,1
2018,PHEV,92801,56
2018,PHEV,92802,37
2018,PHEV,92804,87
2018,PHEV,92805,70
2018,PHEV,92806,46
2018,PHEV,92807,119
2018,PHEV,92808,83
2018,PHEV,92815,1
2018,PHEV,92817,1
2018,PHEV,92821,122
2018,PHEV,92822,1
2018,PHEV,92823,30
2018,PHEV,92831,75
2018,PHEV,92832,37
2018,PHEV,92833,187
2018,PHEV,92835,93
2018,PHEV,92840,62
2018,PHEV,92841,58
2018,PHEV,92843,38
2018,PHEV,92844,28
2018,PHEV,92845,29
2018,PHEV,92860,24
2018,PHEV,92861,19
2018,PHEV,92865,47
2018,PHEV,92866,21
2018,PHEV,92867,102
2018,PHEV,92868,47
2018,PHEV,92869,84
2018,PHEV,92870,139
2018,PHEV,92877,1
2018,PHEV,92879,58
2018,PHEV,92880,209
2018,PHEV,92881,63
2018,PHEV,92882,98
2018,PHEV,92883,83
2018,PHEV,92886,206
2018,PHEV,92887,82
2018,PHEV,93001,45
2018,PHEV,93003,40
2018,PHEV,93004,26
2018,PHEV,93006,2
2018,PHEV,93010,62
2018,PHEV,93011,1
2018,PHEV,93012,69
2018,PHEV,93013,12
2018,PHEV,93015,11
2018,PHEV,93021,80
2018,PHEV,93022,6
2018,PHEV,93023,46
2018,PHEV,93030,21
2018,PHEV,93033,87
2018,PHEV,93035,42
2018,PHEV,93036,41
2018,PHEV,93041,10
2018,PHEV,93044,1
2018,PHEV,93060,15
2018,PHEV,93063,119
2018,PHEV,93065,159
2018,PHEV,93066,2
2018,PHEV,93094,1
2018,PHEV,93101,32
2018,PHEV,93102,2
2018,PHEV,93103,20
2018,PHEV,93105,51
2018,PHEV,93108,27
2018,PHEV,93109,12
2018,PHEV,93110,23
2018,PHEV,93111,27
2018,PHEV,93117,44
2018,PHEV,93130,1
2018,PHEV,93204,4
2018,PHEV,93210,6
2018,PHEV,93212,3
2018,PHEV,93215,3
2018,PHEV,93218,1
2018,PHEV,93219,1
2018,PHEV,93221,4
2018,PHEV,93223,1
2018,PHEV,93224,1
2018,PHEV,93225,7
2018,PHEV,93230,25
2018,PHEV,93238,4
2018,PHEV,93240,1
2018,PHEV,93243,1
2018,PHEV,93245,16
2018,PHEV,93247,5
2018,PHEV,93257,9
2018,PHEV,93263,3
2018,PHEV,93265,1
2018,PHEV,93267,1
2018,PHEV,93268,4
2018,PHEV,93271,1
2018,PHEV,93272,1
2018,PHEV,93274,15
2018,PHEV,93277,12
2018,PHEV,93283,1
2018,PHEV,93286,1
2018,PHEV,93291,23
2018,PHEV,93292,13
2018,PHEV,93301,4
2018,PHEV,93304,7
2018,PHEV,93305,3
2018,PHEV,93306,29
2018,PHEV,93307,10
2018,PHEV,93308,19
2018,PHEV,93309,17
2018,PHEV,93311,52
2018,PHEV,93312,46
2018,PHEV,93313,23
2018,PHEV,93314,36
2018,PHEV,93389,1
2018,PHEV,93390,1
2018,PHEV,93401,39
2018,PHEV,93402,14
2018,PHEV,93403,1
2018,PHEV,93405,23
2018,PHEV,93420,46
2018,PHEV,93422,21
2018,PHEV,93423,1
2018,PHEV,93424,4
2018,PHEV,93426,1
2018,PHEV,93427,5
2018,PHEV,93428,13
2018,PHEV,93430,3
2018,PHEV,93433,8
2018,PHEV,93434,1
2018,PHEV,93436,16
2018,PHEV,93437,2
2018,PHEV,93440,1
2018,PHEV,93441,1
2018,PHEV,93442,10
2018,PHEV,93444,18
2018,PHEV,93445,7
2018,PHEV,93446,23
2018,PHEV,93447,1
2018,PHEV,93449,8
2018,PHEV,93451,2
2018,PHEV,93453,1
2018,PHEV,93454,9
2018,PHEV,93455,29
2018,PHEV,93456,1
2018,PHEV,93458,12
2018,PHEV,93460,6
2018,PHEV,93463,8
2018,PHEV,93465,6
2018,PHEV,93483,1
2018,PHEV,93501,1
2018,PHEV,93505,4
2018,PHEV,93510,7
2018,PHEV,93513,2
2018,PHEV,93514,4
2018,PHEV,93516,1
2018,PHEV,93518,1
2018,PHEV,93523,4
2018,PHEV,93524,1
2018,PHEV,93527,1
2018,PHEV,93531,1
2018,PHEV,93532,1
2018,PHEV,93534,18
2018,PHEV,93535,22
2018,PHEV,93536,57
2018,PHEV,93541,1
2018,PHEV,93543,5
2018,PHEV,93544,1
2018,PHEV,93546,2
2018,PHEV,93550,31
2018,PHEV,93551,61
2018,PHEV,93552,22
2018,PHEV,93553,1
2018,PHEV,93555,14
2018,PHEV,93560,12
2018,PHEV,93561,13
2018,PHEV,93581,1
2018,PHEV,93590,1
2018,PHEV,93591,2
2018,PHEV,93602,2
2018,PHEV,93604,1
2018,PHEV,93605,1
2018,PHEV,93609,1
2018,PHEV,93610,4
2018,PHEV,93611,33
2018,PHEV,93612,9
2018,PHEV,93614,8
2018,PHEV,93615,1
2018,PHEV,93616,1
2018,PHEV,93618,2
2018,PHEV,93619,63
2018,PHEV,93620,2
2018,PHEV,93625,8
2018,PHEV,93626,3
2018,PHEV,93630,2
2018,PHEV,93631,8
2018,PHEV,93635,25
2018,PHEV,93636,4
2018,PHEV,93637,13
2018,PHEV,93638,4
2018,PHEV,93640,2
2018,PHEV,93643,3
2018,PHEV,93644,4
2018,PHEV,93650,13
2018,PHEV,93651,1
2018,PHEV,93654,5
2018,PHEV,93657,7
2018,PHEV,93660,1
2018,PHEV,93662,4
2018,PHEV,93664,2
2018,PHEV,93675,2
2018,PHEV,93701,1
2018,PHEV,93702,6
2018,PHEV,93703,4
2018,PHEV,93704,15
2018,PHEV,93705,5
2018,PHEV,93706,5
2018,PHEV,93710,13
2018,PHEV,93711,33
2018,PHEV,93712,1
2018,PHEV,93720,48
2018,PHEV,93721,4
2018,PHEV,93722,28
2018,PHEV,93723,10
2018,PHEV,93725,5
2018,PHEV,93726,6
2018,PHEV,93727,19
2018,PHEV,93728,3
2018,PHEV,93729,1
2018,PHEV,93730,30
2018,PHEV,93737,4
2018,PHEV,93740,1
2018,PHEV,93755,1
2018,PHEV,93901,12
2018,PHEV,93905,6
2018,PHEV,93906,16
2018,PHEV,93907,16
2018,PHEV,93908,18
2018,PHEV,93921,12
2018,PHEV,93922,1
2018,PHEV,93923,25
2018,PHEV,93924,16
2018,PHEV,93925,1
2018,PHEV,93926,2
2018,PHEV,93927,3
2018,PHEV,93933,25
2018,PHEV,93940,29
2018,PHEV,93943,1
2018,PHEV,93950,18
2018,PHEV,93953,9
2018,PHEV,93955,25
2018,PHEV,93960,5
2018,PHEV,94002,77
2018,PHEV,94003,1
2018,PHEV,94005,13
2018,PHEV,94010,134
2018,PHEV,94011,1
2018,PHEV,94014,38
2018,PHEV,94015,75
2018,PHEV,94018,6
2018,PHEV,94019,40
2018,PHEV,94020,4
2018,PHEV,94022,113
2018,PHEV,94023,1
2018,PHEV,94024,118
2018,PHEV,94025,180
2018,PHEV,94026,2
2018,PHEV,94027,39
2018,PHEV,94028,37
2018,PHEV,94030,48
2018,PHEV,94037,6
2018,PHEV,94038,4
2018,PHEV,94040,145
2018,PHEV,94041,53
2018,PHEV,94042,1
2018,PHEV,94043,156
2018,PHEV,94044,68
2018,PHEV,94060,2
2018,PHEV,94061,79
2018,PHEV,94062,93
2018,PHEV,94063,44
2018,PHEV,94064,1
2018,PHEV,94065,63
2018,PHEV,94066,58
2018,PHEV,94070,129
2018,PHEV,94080,63
2018,PHEV,94085,62
2018,PHEV,94086,152
2018,PHEV,94087,231
2018,PHEV,94089,59
2018,PHEV,94102,17
2018,PHEV,94103,44
2018,PHEV,94104,2
2018,PHEV,94105,28
2018,PHEV,94107,41
2018,PHEV,94108,11
2018,PHEV,94109,42
2018,PHEV,94110,81
2018,PHEV,94111,9
2018,PHEV,94112,81
2018,PHEV,94114,63
2018,PHEV,94115,48
2018,PHEV,94116,72
2018,PHEV,94117,44
2018,PHEV,94118,62
2018,PHEV,94121,64
2018,PHEV,94122,66
2018,PHEV,94123,32
2018,PHEV,94124,53
2018,PHEV,94126,1
2018,PHEV,94127,43
2018,PHEV,94129,3
2018,PHEV,94130,2
2018,PHEV,94131,60
2018,PHEV,94132,25
2018,PHEV,94133,23
2018,PHEV,94134,41
2018,PHEV,94158,17
2018,PHEV,94188,1
2018,PHEV,94301,87
2018,PHEV,94303,111
2018,PHEV,94304,9
2018,PHEV,94305,13
2018,PHEV,94306,106
2018,PHEV,94401,62
2018,PHEV,94402,85
2018,PHEV,94403,103
2018,PHEV,94404,132
2018,PHEV,94501,135
2018,PHEV,94502,74
2018,PHEV,94503,47
2018,PHEV,94505,21
2018,PHEV,94506,118
2018,PHEV,94507,54
2018,PHEV,94508,8
2018,PHEV,94509,31
2018,PHEV,94510,79
2018,PHEV,94511,2
2018,PHEV,94513,91
2018,PHEV,94514,2
2018,PHEV,94515,7
2018,PHEV,94517,21
2018,PHEV,94518,37
2018,PHEV,94519,22
2018,PHEV,94520,43
2018,PHEV,94521,56
2018,PHEV,94523,52
2018,PHEV,94524,1
2018,PHEV,94525,5
2018,PHEV,94526,87
2018,PHEV,94528,6
2018,PHEV,94529,1
2018,PHEV,94530,76
2018,PHEV,94531,57
2018,PHEV,94533,48
2018,PHEV,94534,66
2018,PHEV,94535,2
2018,PHEV,94536,281
2018,PHEV,94537,1
2018,PHEV,94538,214
2018,PHEV,94539,378
2018,PHEV,94541,80
2018,PHEV,94542,37
2018,PHEV,94544,72
2018,PHEV,94545,69
2018,PHEV,94546,96
2018,PHEV,94547,80
2018,PHEV,94548,1
2018,PHEV,94549,97
2018,PHEV,94550,98
2018,PHEV,94551,66
2018,PHEV,94552,50
2018,PHEV,94553,61
2018,PHEV,94555,204
2018,PHEV,94556,64
2018,PHEV,94558,85
2018,PHEV,94559,31
2018,PHEV,94560,134
2018,PHEV,94561,47
2018,PHEV,94563,116
2018,PHEV,94564,36
2018,PHEV,94565,66
2018,PHEV,94566,153
2018,PHEV,94568,270
2018,PHEV,94571,9
2018,PHEV,94572,12
2018,PHEV,94573,2
2018,PHEV,94574,21
2018,PHEV,94577,91
2018,PHEV,94578,43
2018,PHEV,94579,44
2018,PHEV,94580,35
2018,PHEV,94582,249
2018,PHEV,94583,123
2018,PHEV,94585,21
2018,PHEV,94586,2
2018,PHEV,94587,153
2018,PHEV,94588,129
2018,PHEV,94589,23
2018,PHEV,94590,33
2018,PHEV,94591,86
2018,PHEV,94592,2
2018,PHEV,94595,46
2018,PHEV,94596,49
2018,PHEV,94597,45
2018,PHEV,94598,63
2018,PHEV,94599,2
2018,PHEV,94601,30
2018,PHEV,94602,91
2018,PHEV,94603,11
2018,PHEV,94605,55
2018,PHEV,94606,39
2018,PHEV,94607,36
2018,PHEV,94608,63
2018,PHEV,94609,36
2018,PHEV,94610,76
2018,PHEV,94611,167
2018,PHEV,94612,14
2018,PHEV,94618,83
2018,PHEV,94619,56
2018,PHEV,94621,17
2018,PHEV,94661,1
2018,PHEV,94662,1
2018,PHEV,94702,31
2018,PHEV,94703,43
2018,PHEV,94704,12
2018,PHEV,94705,67
2018,PHEV,94706,48
2018,PHEV,94707,69
2018,PHEV,94708,66
2018,PHEV,94709,22
2018,PHEV,94710,11
2018,PHEV,94801,20
2018,PHEV,94803,47
2018,PHEV,94804,59
2018,PHEV,94805,28
2018,PHEV,94806,74
2018,PHEV,94901,77
2018,PHEV,94903,82
2018,PHEV,94904,26
2018,PHEV,94915,1
2018,PHEV,94920,49
2018,PHEV,94923,4
2018,PHEV,94924,6
2018,PHEV,94925,16
2018,PHEV,94928,43
2018,PHEV,94929,1
2018,PHEV,94930,18
2018,PHEV,94931,18
2018,PHEV,94937,5
2018,PHEV,94938,1
2018,PHEV,94939,23
2018,PHEV,94941,116
2018,PHEV,94945,44
2018,PHEV,94946,1
2018,PHEV,94947,45
2018,PHEV,94949,44
2018,PHEV,94951,6
2018,PHEV,94952,80
2018,PHEV,94953,1
2018,PHEV,94954,66
2018,PHEV,94955,1
2018,PHEV,94956,3
2018,PHEV,94957,8
2018,PHEV,94960,50
2018,PHEV,94963,2
2018,PHEV,94964,1
2018,PHEV,94965,25
2018,PHEV,94966,1
2018,PHEV,94970,1
2018,PHEV,94971,2
2018,PHEV,94973,6
2018,PHEV,94975,2
2018,PHEV,94979,1
2018,PHEV,95001,1
2018,PHEV,95002,4
2018,PHEV,95003,50
2018,PHEV,95004,2
2018,PHEV,95005,11
2018,PHEV,95006,12
2018,PHEV,95008,162
2018,PHEV,95010,18
2018,PHEV,95011,1
2018,PHEV,95012,1
2018,PHEV,95014,322
2018,PHEV,95015,2
2018,PHEV,95018,12
2018,PHEV,95019,1
2018,PHEV,95020,152
2018,PHEV,95023,42
2018,PHEV,95030,83
2018,PHEV,95032,169
2018,PHEV,95033,38
2018,PHEV,95035,276
2018,PHEV,95037,263
2018,PHEV,95039,3
2018,PHEV,95043,1
2018,PHEV,95044,1
2018,PHEV,95045,3
2018,PHEV,95046,13
2018,PHEV,95050,76
2018,PHEV,95051,200
2018,PHEV,95053,1
2018,PHEV,95054,105
2018,PHEV,95056,1
2018,PHEV,95060,68
2018,PHEV,95062,49
2018,PHEV,95064,2
2018,PHEV,95065,17
2018,PHEV,95066,25
2018,PHEV,95070,221
2018,PHEV,95071,1
2018,PHEV,95073,15
2018,PHEV,95076,29
2018,PHEV,95077,2
2018,PHEV,95110,39
2018,PHEV,95111,60
2018,PHEV,95112,90
2018,PHEV,95113,10
2018,PHEV,95116,36
2018,PHEV,95117,59
2018,PHEV,95118,106
2018,PHEV,95119,40
2018,PHEV,95120,305
2018,PHEV,95121,73
2018,PHEV,95122,26
2018,PHEV,95123,224
2018,PHEV,95124,233
2018,PHEV,95125,230
2018,PHEV,95126,103
2018,PHEV,95127,61
2018,PHEV,95128,64
2018,PHEV,95129,163
2018,PHEV,95130,53
2018,PHEV,95131,109
2018,PHEV,95132,124
2018,PHEV,95133,62
2018,PHEV,95134,119
2018,PHEV,95135,148
2018,PHEV,95136,138
2018,PHEV,95138,124
2018,PHEV,95139,32
2018,PHEV,95140,4
2018,PHEV,95148,141
2018,PHEV,95150,1
2018,PHEV,95155,1
2018,PHEV,95157,1
2018,PHEV,95158,1
2018,PHEV,95160,1
2018,PHEV,95170,1
2018,PHEV,95202,11
2018,PHEV,95203,5
2018,PHEV,95204,10
2018,PHEV,95205,4
2018,PHEV,95206,11
2018,PHEV,95207,13
2018,PHEV,95209,22
2018,PHEV,95210,13
2018,PHEV,95212,18
2018,PHEV,95215,8
2018,PHEV,95219,28
2018,PHEV,95220,6
2018,PHEV,95222,1
2018,PHEV,95223,1
2018,PHEV,95224,2
2018,PHEV,95227,1
2018,PHEV,95228,6
2018,PHEV,95230,3
2018,PHEV,95231,1
2018,PHEV,95236,2
2018,PHEV,95240,12
2018,PHEV,95242,10
2018,PHEV,95245,1
2018,PHEV,95247,3
2018,PHEV,95249,1
2018,PHEV,95252,5
2018,PHEV,95254,2
2018,PHEV,95255,2
2018,PHEV,95258,1
2018,PHEV,95301,17
2018,PHEV,95304,18
2018,PHEV,95306,2
2018,PHEV,95307,7
2018,PHEV,95310,1
2018,PHEV,95311,1
2018,PHEV,95315,2
2018,PHEV,95316,4
2018,PHEV,95318,1
2018,PHEV,95320,6
2018,PHEV,95321,3
2018,PHEV,95322,5
2018,PHEV,95323,1
2018,PHEV,95324,2
2018,PHEV,95326,2
2018,PHEV,95327,1
2018,PHEV,95328,2
2018,PHEV,95329,4
2018,PHEV,95330,37
2018,PHEV,95334,6
2018,PHEV,95336,16
2018,PHEV,95337,30
2018,PHEV,95338,7
2018,PHEV,95340,13
2018,PHEV,95341,4
2018,PHEV,95348,12
2018,PHEV,95350,12
2018,PHEV,95351,3
2018,PHEV,95354,10
2018,PHEV,95355,25
2018,PHEV,95356,22
2018,PHEV,95357,7
2018,PHEV,95358,3
2018,PHEV,95360,4
2018,PHEV,95361,14
2018,PHEV,95363,22
2018,PHEV,95365,1
2018,PHEV,95366,9
2018,PHEV,95367,7
2018,PHEV,95368,8
2018,PHEV,95370,11
2018,PHEV,95376,41
2018,PHEV,95377,56
2018,PHEV,95379,1
2018,PHEV,95380,16
2018,PHEV,95382,21
2018,PHEV,95386,2
2018,PHEV,95388,1
2018,PHEV,95391,95
2018,PHEV,95401,44
2018,PHEV,95402,1
2018,PHEV,95403,53
2018,PHEV,95404,58
2018,PHEV,95405,46
2018,PHEV,95407,37
2018,PHEV,95409,49
2018,PHEV,95410,1
2018,PHEV,95415,1
2018,PHEV,95419,2
2018,PHEV,95420,1
2018,PHEV,95421,3
2018,PHEV,95422,6
2018,PHEV,95425,16
2018,PHEV,95426,1
2018,PHEV,95427,2
2018,PHEV,95428,1
2018,PHEV,95436,9
2018,PHEV,95437,11
2018,PHEV,95441,3
2018,PHEV,95442,5
2018,PHEV,95444,2
2018,PHEV,95445,8
2018,PHEV,95446,9
2018,PHEV,95448,41
2018,PHEV,95449,1
2018,PHEV,95452,6
2018,PHEV,95453,6
2018,PHEV,95454,2
2018,PHEV,95456,3
2018,PHEV,95457,2
2018,PHEV,95458,1
2018,PHEV,95459,1
2018,PHEV,95460,10
2018,PHEV,95461,2
2018,PHEV,95462,4
2018,PHEV,95464,1
2018,PHEV,95465,8
2018,PHEV,95467,3
2018,PHEV,95468,3
2018,PHEV,95469,1
2018,PHEV,95470,6
2018,PHEV,95471,1
2018,PHEV,95472,76
2018,PHEV,95473,1
2018,PHEV,95476,64
2018,PHEV,95482,13
2018,PHEV,95487,3
2018,PHEV,95490,9
2018,PHEV,95492,57
2018,PHEV,95497,1
2018,PHEV,95501,5
2018,PHEV,95503,19
2018,PHEV,95519,18
2018,PHEV,95521,18
2018,PHEV,95524,5
2018,PHEV,95525,3
2018,PHEV,95528,2
2018,PHEV,95531,7
2018,PHEV,95536,1
2018,PHEV,95540,8
2018,PHEV,95542,2
2018,PHEV,95543,2
2018,PHEV,95546,1
2018,PHEV,95547,1
2018,PHEV,95549,2
2018,PHEV,95558,1
2018,PHEV,95560,2
2018,PHEV,95562,1
2018,PHEV,95570,6
2018,PHEV,95571,1
2018,PHEV,95573,2
2018,PHEV,95585,1
2018,PHEV,95589,1
2018,PHEV,95602,10
2018,PHEV,95603,28
2018,PHEV,95604,2
2018,PHEV,95605,9
2018,PHEV,95608,44
2018,PHEV,95610,15
2018,PHEV,95611,1
2018,PHEV,95612,2
2018,PHEV,95613,1
2018,PHEV,95614,3
2018,PHEV,95616,101
2018,PHEV,95617,2
2018,PHEV,95618,62
2018,PHEV,95619,2
2018,PHEV,95620,12
2018,PHEV,95621,9
2018,PHEV,95623,4
2018,PHEV,95624,65
2018,PHEV,95626,2
2018,PHEV,95627,1
2018,PHEV,95628,43
2018,PHEV,95629,3
2018,PHEV,95630,118
2018,PHEV,95631,7
2018,PHEV,95632,16
2018,PHEV,95633,1
2018,PHEV,95634,1
2018,PHEV,95638,3
2018,PHEV,95640,1
2018,PHEV,95641,1
2018,PHEV,95642,3
2018,PHEV,95645,2
2018,PHEV,95648,53
2018,PHEV,95650,14
2018,PHEV,95652,1
2018,PHEV,95655,4
2018,PHEV,95656,1
2018,PHEV,95658,6
2018,PHEV,95660,3
2018,PHEV,95661,30
2018,PHEV,95662,28
2018,PHEV,95663,4
2018,PHEV,95664,4
2018,PHEV,95666,3
2018,PHEV,95667,40
2018,PHEV,95670,39
2018,PHEV,95672,7
2018,PHEV,95673,5
2018,PHEV,95677,38
2018,PHEV,95678,27
2018,PHEV,95679,1
2018,PHEV,95682,39
